,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Courtney Ward,36,.573,.538,.538,.154,0.0,5.8,3.1,18.2,1.5,0.0,22.4,21.7,104,92
1,Chasity Clayton,30,.347,.308,.077,.231,16.2,17.5,16.9,0.0,1.8,0.0,17.3,25.3,78,84
2,Jacinta Monroe,25,.623,.500,.000,.600,19.4,12.6,15.8,9.4,4.2,0.0,13.7,25.6,132,82
3,Angel Gray,22,.000,.000,.333,.000,16.5,28.7,23.0,29.1,0.0,0.0,40.0,9.9,58,82
4,Alysha Harvin,14,.647,.583,.500,.333,0.0,7.5,4.0,0.0,3.8,0.0,22.5,27.7,108,85
6,Christian Hunnicutt,28,.380,.167,.167,.667,4.3,15.0,10.1,18.2,0.0,6.8,20.5,15.2,93,87
7,Alexa Deluzio,22,.536,.333,.333,1.167,16.5,14.4,15.4,8.5,7.2,0.0,9.9,20.0,130,74
8,Cierra Bravard,18,.576,.667,.000,.333,0.0,0.0,0.0,13.8,0.0,5.3,12.7,19.2,106,97
9,Chelsea Davis,5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,98
10,School Totals,200,.498,.421,.238,.413,45.5,63.2,54.9,52.0,10.5,7.1,18.4,100.0,98.7,80.3
