,Florida State ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brittany Brown,2,8,2,6,0,2,4,4,0,3,4,3,0,3,0,8,0.5,1.3333333333333333
1,Leticia Romero,8,12,8,12,0,0,2,2,1,4,3,1,0,2,3,18,0.16666666666666666,1.5
2,Shakayla Thomas,5,17,5,17,0,0,2,3,2,9,1,1,1,1,2,12,0.11764705882352941,1.0
3,Imani Wright,4,11,4,9,0,2,1,2,1,2,1,1,0,0,3,9,0.09090909090909091,0.0
4,Ivey Slaughter,4,7,4,7,0,0,3,4,6,2,0,9,0,2,1,11,0.42857142857142855,0.0
9,School Totals,27,66,27,61,0,5,12,16,11,22,9,16,2,9,12,66,0.18181818181818182,1.0
