,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Caroline Doty,33,.314,.214,.429,.286,0.0,3.1,1.8,3.9,3.2,2.5,33.7,16.4,55,73
1,Kalana Greene,30,1.079,1.083,.167,.333,0.0,20.5,11.9,11.1,0.0,5.4,12.7,11.9,182,69
2,Tiffany Hayes,30,.544,.500,.364,.182,4.8,13.7,10.0,36.8,3.5,0.0,7.8,19.5,138,68
3,Tina Charles,28,.505,.500,.000,.500,25.5,33.0,29.9,20.8,0.0,11.7,17.0,38.2,105,59
4,Maya Moore,20,.715,.692,.231,.385,21.4,25.6,23.9,12.5,0.0,4.1,6.2,36.8,149,67
6,Kelly Faris,18,.690,.000,.000,4.000,15.9,5.7,10.0,27.8,8.7,0.0,52.1,14.5,109,60
7,Kaili McLaren,16,.500,.500,.000,.000,8.9,0.0,3.7,16.9,0.0,0.0,33.3,8.5,106,83
8,Meghan Gardler,9,1.282,1.500,1.000,2.000,0.0,11.4,6.6,0.0,0.0,0.0,51.5,19.6,94,76
9,Lorin Dixon,9,.667,.667,.000,.000,0.0,0.0,0.0,38.5,0.0,0.0,0.0,15.2,161,84
10,Jacquie Fernandes,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,84
11,Heather Buck,3,,,,,0.0,34.2,19.9,41.7,0.0,0.0,,0.0,219,61
12,School Totals,200,.626,.583,.200,.417,42.9,71.8,59.7,71.9,9.1,16.3,19.1,100.0,116.9,64.9
