,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brittney Griner,34,.677,.682,.000,.227,32.9,38.4,36.5,24.3,1.5,8.1,11.0,36.0,131,49,
1,Jordan Madden,32,.672,.700,.600,.400,5.0,16.3,12.3,11.3,3.3,0.0,14.5,9.7,130,63,
2,Odyssey Sims,29,.500,.500,.273,.000,5.5,6.0,5.8,18.3,3.6,0.0,15.4,20.2,106,67,
3,Brooklyn Pope,22,.670,.625,.000,.250,7.3,19.8,15.4,13.0,2.4,0.0,18.4,22.3,120,63,
4,Kimetria Hayden,20,1.000,1.000,.400,.000,8.0,17.4,14.1,27.6,0.0,0.0,28.6,15.8,137,69,
6,Alexis Prince,15,.400,.400,.000,.000,0.0,5.8,3.8,8.4,0.0,0.0,37.5,24.0,57,75,
7,Destiny Williams,14,.333,.333,.000,.000,0.0,12.4,8.0,0.0,0.0,0.0,0.0,19.3,87,72,
8,Niya Johnson,12,.000,.000,.000,.000,0.0,0.0,0.0,45.0,0.0,0.0,66.7,11.3,62,78,
9,Makenzie Robertson,8,.256,.000,1.000,2.000,0.0,10.9,7.0,13.5,0.0,0.0,0.0,10.6,92,73,
10,Sune Agbuke,6,,,,,0.0,43.5,28.2,18.0,8.7,0.0,,0.0,211,38,
11,Kristina Higgins,4,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,75.0,45.0,29,77,
12,Mariah Chandler,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,78,
13,Chardonae Fuqua',2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.5,0,77,
14,School Totals,200,.463,.600,.138,.169,44.0,84.8,70.4,67.6,9.1,6.9,21.3,100.0,84.4,61.0,
