,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Notre Dame ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Natalie Novosel,38,5,18,.278,5,14,.357,0,4,.000,18,20,.900,2,7,9,1,4,0,4,2,28
1,Skylar Diggins,38,9,15,.600,9,14,.643,0,1,.000,3,6,.500,1,1,2,4,2,0,0,1,21
2,Kayla McBride,36,4,6,.667,3,5,.600,1,1,1.000,0,0,,0,3,3,1,4,0,1,1,9
3,Brittany Mallory,35,1,3,.333,1,1,1.000,0,2,.000,0,1,.000,0,2,2,0,2,0,1,2,2
4,Devereaux Peters,34,3,7,.429,3,7,.429,0,0,,5,6,.833,9,5,14,5,1,7,4,4,11
6,Natalie Achonwa,13,1,5,.200,1,5,.200,0,0,,0,0,,2,2,4,2,1,1,2,4,2
7,Kaila Turner,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
8,Fraderica Miller,3,0,1,.000,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,0,0,0
9,School Totals,200,23,56,.411,22,47,.468,1,9,.111,26,33,.788,16,20,36,13,14,8,12,15,73
