,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Nebraska ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kelsey Griffin,37,5,12,.417,5,12,.417,0,0,,5,5,1.000,4,8,12,2,1,2,3,3,15
1,Lindsey Moore,37,4,8,.500,2,5,.400,2,3,.667,0,0,,0,2,2,2,1,0,3,1,10
2,Dominique Kelley,35,8,13,.615,7,12,.583,1,1,1.000,5,8,.625,1,1,2,3,1,0,4,2,22
3,Yvonne Turner,33,1,8,.125,0,3,.000,1,5,.200,1,3,.333,0,1,1,2,1,0,4,5,4
4,Cory Montgomery,31,6,9,.667,5,7,.714,1,2,.500,1,2,.500,0,1,1,0,0,0,2,1,14
6,Nicole Neals,11,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0
7,Catheryn Redmon,10,0,0,,0,0,,0,0,,2,2,1.000,0,2,2,0,1,0,0,3,2
8,Kala Kuhlmann,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,200,24,51,.471,19,39,.487,5,12,.417,14,20,.700,5,15,20,10,5,2,16,15,67
