,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Ohio State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Chanel Mokango,36,.795,.818,.182,.182,4.3,8.2,6.3,0.0,1.6,0.0,7.8,18.7,144,105
1,Mary Kathryn Govero,36,.750,.750,.600,.000,12.8,8.2,10.5,7.8,7.9,0.0,0.0,14.5,165,90
2,Alexis Rack,35,.754,.722,.667,.222,0.0,12.7,6.5,30.4,3.2,2.9,23.3,38.4,122,98
3,Armelie Lumanu,35,.519,.571,.000,.357,8.8,16.9,12.9,23.0,9.7,0.0,11.0,27.1,113,82
4,Rima Kalonda,15,.333,.333,.000,.000,10.3,9.9,10.1,8.5,0.0,0.0,0.0,10.4,111,108
6,Diamber Johnson,30,.000,.000,.500,.000,0.0,9.9,5.0,23.5,0.0,3.4,33.3,5.2,103,107
7,Bethany Washington,9,1.026,1.500,1.000,2.000,0.0,16.5,8.4,15.0,0.0,0.0,0.0,10.9,202,106
8,Tysheka Grimes,4,.000,.000,.000,.000,0.0,37.0,18.9,0.0,0.0,0.0,0.0,26.1,0,97
9,School Totals,200,.648,.656,.361,.213,26.9,59.3,43.4,61.8,19.7,5.1,13.0,100.0,122.5,94.4
