,Miami ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jessica Thomas,3,11,3,9,0,2,3,4,0,2,2,0,0,3,0,9,0.2727272727272727,0.6666666666666666
1,Keyona Hayes,7,11,7,9,0,2,2,2,3,7,0,0,1,2,3,16,0.18181818181818182,0.0
2,Keyanna Harris,1,5,1,2,0,3,2,2,0,3,1,2,2,3,1,4,0.4,0.3333333333333333
3,Adrienne Motley,1,6,1,4,0,2,2,2,0,2,1,0,0,1,5,4,0.3333333333333333,1.0
4,Erykah Davenport,1,1,1,1,0,0,2,2,2,6,0,2,0,2,2,4,2.0,0.0
9,School Totals,22,52,21,38,1,14,17,20,10,28,8,6,3,18,16,62,0.3269230769230769,0.4444444444444444
