,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tiffany Hayes,3,12,3,9,0,3,6,6,2,3,5,0,0,3,2,12,0.5,1.6666666666666667
1,Kelly Faris,4,5,2,3,2,2,0,0,2,4,3,3,0,1,1,10,0.0,3.0
2,Bria Hartley,5,10,5,8,0,2,2,2,1,3,3,0,0,0,0,12,0.2,0.0
3,Maya Moore,5,12,4,11,1,1,1,2,1,6,2,1,0,4,2,12,0.08333333333333333,0.5
4,Stefanie Dolson,6,9,6,9,0,0,0,0,3,4,2,1,1,0,1,12,0.0,0.0
9,School Totals,30,61,26,50,4,11,11,13,12,31,20,6,1,11,10,75,0.18032786885245902,1.8181818181818181
