,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Kentucky,75.1,0.37,9.0,34.9,0.304,96.0
1,Baylor,75.1,0.507,9.1,36.4,0.328,120.0
