,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Baylor ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,DeNesha Stallworth,37,.679,.679,.071,.000,10.1,13.1,11.4,15.2,1.4,1.9,0.0,17.1,153,125,
1,Samarie Walker,28,.252,.200,.000,.400,3.3,26.0,13.2,6.3,3.8,0.0,14.5,11.1,63,116,
2,Bria Goss,26,.510,.250,.000,1.250,7.2,9.3,8.1,0.0,0.0,2.7,0.0,21.6,131,129,
3,Kastine Evans,25,.336,.200,.800,.400,0.0,9.7,4.2,7.1,4.3,0.0,33.8,16.1,54,122,
4,Janee Thompson,17,.168,.200,.000,.400,5.5,0.0,3.1,21.7,0.0,0.0,0.0,15.6,62,134,
6,Jennifer O'Neill,20,.253,.000,.417,.667,9.3,18.2,13.2,33.3,0.0,0.0,6.1,37.4,78,128,
7,Linnae Harper,17,.700,.700,.200,.000,10.9,7.1,9.3,0.0,0.0,0.0,0.0,26.6,147,132,
8,Makayla Epps,14,.707,.750,.000,.500,0.0,17.3,7.5,0.0,0.0,0.0,38.1,25.5,79,128,
9,Azia Bishop,12,.333,.333,.000,.000,15.5,10.1,13.2,0.0,0.0,11.7,0.0,11.3,102,123,
10,Jelleah Sidney,3,.000,.000,.000,.000,31.0,0.0,17.5,0.0,0.0,0.0,0.0,45.2,21,135,
11,Bernisha Pinkett,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,135,
12,School Totals,200,.443,.370,.174,.377,34.9,63.6,47.4,41.7,6.7,7.0,9.0,100.0,96.0,120.0,
