,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Alexis Prince,6,14,4,7,2,7,2,2,3,2,6,1,0,0,1,16,0.14285714285714285,0.0
1,Kristy Wallace,4,9,4,7,0,2,2,4,0,2,9,2,1,4,1,10,0.2222222222222222,2.25
2,Nina Davis,7,12,7,12,0,0,2,2,2,4,5,3,0,1,3,16,0.16666666666666666,5.0
3,Kalani Brown,4,5,4,5,0,0,0,0,0,6,0,2,0,0,3,8,0.0,0.0
4,Dekeiya Cohen,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.0
12,School Totals,34,71,28,54,6,17,12,19,13,32,28,13,4,13,11,86,0.16901408450704225,2.1538461538461537
