,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Texas A&M ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Vivian Frieson,38,.646,.607,.071,.571,9.0,16.2,12.8,29.9,4.1,7.5,10.2,24.5,134,88
1,Courtney Vandersloot,34,.475,.500,.222,.111,0.0,15.1,7.9,33.1,4.6,2.1,53.8,28.7,54,89
2,Tiffanie Shives,32,.692,.643,.857,.286,0.0,12.8,6.8,5.6,0.0,0.0,0.0,11.7,151,100
3,Heather Bowman,31,.375,.375,.000,.000,7.4,3.3,5.2,5.8,1.7,2.3,0.0,12.3,98,100
4,Janelle Bekkering,20,.417,.417,.500,.000,5.7,35.9,21.6,9.1,2.6,3.6,0.0,14.3,105,85
6,Katelan Redmon,23,.459,.333,.000,.444,9.9,13.4,11.8,0.0,0.0,0.0,8.5,24.4,101,102
7,Kayla Standish,10,.623,.600,.000,.600,22.9,0.0,10.8,0.0,5.2,7.1,13.7,34.9,116,90
8,Kelly Bowen,6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,107
9,Tatriana Lorenzo,6,.000,.000,.000,.000,0.0,0.0,0.0,25.6,17.5,0.0,66.7,23.8,18,71
10,School Totals,200,.533,.492,.203,.305,28.6,66.7,48.6,57.7,14.5,14.3,20.1,100.0,94.7,93.4
