,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brittany McPhee,7,14,2,7,5,7,2,2,3,4,5,1,1,1,2,21,0.14285714285714285,5.0
1,Erica McCall,5,11,5,11,0,0,0,0,3,3,1,0,1,0,1,10,0.0,0.0
2,Karlie Samuelson,2,3,0,0,2,3,0,0,0,3,2,2,0,1,2,6,0.0,2.0
3,Briana Roberson,0,5,0,1,0,4,0,0,0,1,6,1,0,0,2,0,0.0,0.0
4,Kaylee Johnson,2,2,2,2,0,0,1,2,1,3,0,0,0,1,3,5,0.5,0.0
11,School Totals,26,57,18,38,8,19,9,12,10,24,23,8,3,11,17,69,0.15789473684210525,2.090909090909091
