,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Skylar Diggins,4,14,2,11,2,3,0,0,1,4,4,6,2,2,2,10,0.0,2.0
1,Melissa Lechlitner,10,14,10,13,0,1,2,3,0,2,3,2,0,1,1,22,0.14285714285714285,3.0
2,Ashley Barlow,3,6,2,4,1,2,6,6,0,2,1,2,0,2,1,13,1.0,0.5
3,Lindsay Schrader,8,16,8,16,0,0,3,4,2,6,3,1,0,0,3,19,0.1875,0.0
4,Erica Williamson,2,3,2,3,0,0,0,0,1,3,1,0,1,3,2,4,0.0,0.3333333333333333
9,School Totals,27,63,24,55,3,8,15,17,6,22,14,11,5,11,14,72,0.23809523809523808,1.2727272727272727
