,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Stanford ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lili Thompson,40,7,15,.467,6,11,.545,1,4,.250,4,8,.500,0,1,1,5,2,1,1,2,19
1,Karlie Samuelson,38,3,10,.300,0,4,.000,3,6,.500,0,0,,1,2,3,4,2,1,2,1,9
2,Erica McCall,32,9,14,.643,8,10,.800,1,4,.250,1,2,.500,4,8,12,0,0,1,2,4,20
3,Briana Roberson,26,3,5,.600,2,2,1.000,1,3,.333,0,0,,0,1,1,4,1,1,1,1,7
4,Kaylee Johnson,22,1,2,.500,1,2,.500,0,0,,4,10,.400,3,6,9,2,0,1,2,1,6
6,Kailee Johnson,16,0,2,.000,0,2,.000,0,0,,1,2,.500,1,5,6,1,0,1,0,2,1
7,Marta Sniezek,11,0,3,.000,0,2,.000,0,1,.000,0,0,,0,0,0,2,0,0,2,0,0
8,Alanna Smith,9,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,0,0,1,0,2,2
9,Brittany McPhee,6,1,3,.333,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,1,0,2
10,School Totals,200,25,56,.446,19,38,.500,6,18,.333,10,22,.455,9,26,35,18,5,7,11,13,66
