,Texas ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Ariel Atkins,7,11,7,9,0,2,1,3,2,4,2,3,2,0,2,15,0.09090909090909091,0.0
1,Celina Rodrigo,2,7,2,4,0,3,2,2,1,4,4,2,0,1,0,6,0.2857142857142857,4.0
2,Empress Davenport,5,9,2,5,3,4,0,0,2,0,1,1,0,0,2,13,0.0,0.0
3,Brooke McCarty,5,10,3,6,2,4,0,0,0,1,2,2,0,1,0,12,0.0,2.0
4,Imani Boyette,2,5,2,5,0,0,2,2,1,9,1,0,3,2,1,6,0.4,0.5
13,School Totals,32,69,26,50,6,19,16,20,14,31,13,11,7,11,14,86,0.2318840579710145,1.1818181818181819
