,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Nebraska ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lindsey Moore,39,4,8,.500,4,6,.667,0,2,.000,5,6,.833,0,5,5,7,2,0,3,1,13
1,Emily Cady,36,4,10,.400,4,9,.444,0,1,.000,2,3,.667,1,8,9,2,0,1,1,2,10
2,Jordan Hooper,31,7,14,.500,3,8,.375,4,6,.667,3,4,.750,5,7,12,0,0,0,2,0,21
3,Rachel Theriot,30,4,7,.571,2,4,.500,2,3,.667,2,2,1.000,0,1,1,2,1,0,3,1,12
4,Hailie Sample,18,2,5,.400,2,5,.400,0,0,,0,0,,0,4,4,1,1,0,4,0,4
6,Tear'a Laudermill,19,3,6,.500,2,5,.400,1,1,1.000,2,4,.500,0,2,2,0,1,0,2,2,9
7,Brandi Jeffery,13,0,0,,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,0,0
8,Meghin Williams,10,0,0,,0,0,,0,0,,2,2,1.000,1,0,1,1,0,0,0,0,2
9,Katie Simon,3,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2
10,Sadie Murren,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0
11,School Totals,200,24,50,.480,17,37,.459,7,13,.538,18,23,.783,7,30,37,13,7,1,15,6,72
