,NC State ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Nikitta Gartrell,4,12,3,9,1,3,4,5,1,4,3,1,0,4,2,13,0.3333333333333333,0.75
1,Marissa Kastanek,7,16,3,4,4,12,3,4,1,2,0,1,0,3,1,21,0.1875,0.0
2,Lucy Ellison,0,4,0,4,0,0,2,2,1,2,1,1,0,2,2,2,0.5,0.5
3,Bonae Holston,4,7,4,7,0,0,1,2,4,2,0,1,0,1,4,9,0.14285714285714285,0.0
4,Amber White,3,9,2,6,1,3,0,0,0,1,3,3,0,2,3,7,0.0,1.5
12,School Totals,18,54,12,33,6,21,12,15,9,15,8,9,1,13,18,54,0.2222222222222222,0.6153846153846154
