,Texas A&M ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Sydney Carter,7,15,5,10,2,5,6,9,1,5,2,3,0,3,2,22,0.4,0.6666666666666666
1,Sydney Colson,4,11,4,6,0,5,4,5,0,1,4,5,1,3,2,12,0.36363636363636365,1.3333333333333333
2,Tyra White,3,11,3,10,0,1,4,6,6,3,1,1,1,2,0,10,0.36363636363636365,0.5
3,Adaora Elonu,4,10,4,9,0,1,0,0,2,8,1,1,0,1,3,8,0.0,1.0
4,Danielle Adams,3,12,3,7,0,5,0,0,2,2,1,0,0,3,2,6,0.0,0.3333333333333333
8,School Totals,21,61,19,44,2,17,14,20,11,22,9,11,2,12,16,58,0.22950819672131148,0.75
