,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,NaLyssa Smith,6,13,6,12,0,1,2,2,4,9,3,2,2,1,3,14,0.15384615384615385,3.0
1,Moon Ursin,5,15,4,14,1,1,2,4,2,4,3,0,0,1,3,13,0.13333333333333333,3.0
2,Queen Egbo,3,9,3,9,0,0,2,4,4,5,1,0,2,2,3,8,0.2222222222222222,0.5
3,DiDi Richards,2,4,2,4,0,0,0,0,0,2,2,1,0,2,2,4,0.0,1.0
4,Trinity Oliver,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0.0
9,School Totals,26,66,24,57,2,9,13,20,16,24,13,6,5,12,15,67,0.19696969696969696,1.0833333333333333
