,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Chiney Ogwumike,11,19,11,19,0,0,1,2,4,4,4,1,1,0,1,23,0.05263157894736842,0.0
1,Amber Orrange,5,10,5,6,0,4,0,2,0,2,9,0,0,2,2,10,0.0,4.5
2,Lili Thompson,4,8,1,2,3,6,0,0,1,5,0,0,0,1,3,11,0.0,0.0
3,Mikaela Ruef,2,3,2,3,0,0,0,0,3,3,3,1,0,1,1,4,0.0,3.0
4,Sara James,1,4,1,2,0,2,0,0,3,0,2,0,0,1,2,2,0.0,2.0
13,School Totals,34,71,24,42,10,29,3,6,16,25,25,4,4,7,15,81,0.04225352112676056,3.5714285714285716
