,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Lauren Cox,11,18,10,16,1,2,7,8,11,6,5,0,2,0,0,30,0.3888888888888889,0.0
1,Juicy Landrum,3,7,1,2,2,5,0,0,0,6,4,2,3,2,4,8,0.0,2.0
2,Alexis Morris,5,7,3,5,2,2,0,0,0,5,5,0,0,3,1,12,0.0,1.6666666666666667
3,Dekeiya Cohen,6,13,6,13,0,0,5,8,4,5,3,2,0,2,2,17,0.38461538461538464,1.5
4,Kalani Brown,9,14,9,14,0,0,4,4,5,10,0,0,5,1,1,22,0.2857142857142857,0.0
10,School Totals,37,71,32,58,5,13,17,24,23,36,21,10,11,13,11,96,0.23943661971830985,1.6153846153846154
