,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Chiney Ogwumike,40,.815,.800,.000,.133,10.8,18.6,15.0,15.4,3.1,2.4,11.2,23.0,153,88,
1,Amber Orrange,40,.354,.354,.333,.000,5.4,14.0,10.0,5.6,1.5,0.0,7.7,33.5,81,95,
2,Sara James,39,.214,.214,.714,.000,8.3,11.9,10.3,8.6,0.0,0.0,22.2,11.9,61,99,
3,Mikaela Ruef,33,.275,.222,.000,.444,9.8,11.3,10.6,5.4,0.0,0.0,8.5,18.4,73,100,
4,Joslyn Tinkle,28,.278,.278,.444,.000,0.0,19.9,10.7,6.5,0.0,0.0,18.2,20.2,57,94,
6,Bonnie Samuelson,14,.500,.500,.500,.000,0.0,0.0,0.0,12.9,0.0,0.0,0.0,7.4,126,108,
7,Tess Picknell,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,104,
8,Taylor Greenfield,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,109,
9,Erica Payne,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,94,
10,School Totals,200,.428,.417,.273,.091,32.4,67.4,51.3,32.0,4.6,2.4,11.6,100.0,90.8,93.8,
