,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kayla Wells,35,.773,.773,.818,.000,0.0,2.5,1.5,31.5,1.5,0.0,15.4,17.4,139,94,
1,Shambria Washington,34,.504,.400,.000,.400,3.7,20.9,13.8,36.4,0.0,0.0,25.4,10.9,118,82,
2,Chennedy Carter,32,.557,.500,.368,.579,3.9,16.7,11.4,16.7,1.6,0.0,4.0,36.4,125,82,
3,N'dea Jones,30,.705,.500,.000,2.000,8.3,17.8,13.9,0.0,0.0,0.0,21.0,14.9,129,85,
4,Ciera Johnson,25,.636,.500,.000,1.000,10.0,10.7,10.4,8.6,2.1,3.2,20.7,27.2,116,84,
6,Caylinne Martin,11,.404,.500,.000,.500,11.4,8.1,9.4,0.0,0.0,0.0,0.0,20.8,93,93,
7,Jasmine Williams,11,.256,.000,1.000,2.000,0.0,8.1,4.7,14.5,0.0,7.3,34.7,12.3,56,90,
8,Cheah Rael-Whitsitt,8,.000,.000,.000,.000,15.6,0.0,6.5,0.0,0.0,0.0,50.0,11.7,32,100,
9,Aja Ellison,6,.769,1.000,.000,2.000,41.7,0.0,17.3,0.0,0.0,0.0,34.7,22.5,113,100,
10,Jada Walton,6,.000,.000,.000,.000,20.8,14.8,17.3,0.0,0.0,0.0,50.0,15.6,32,87,
11,Lauren Harrison,2,.000,.000,.000,.000,0.0,44.4,26.0,0.0,0.0,0.0,0.0,23.4,0,62,
12,School Totals,200,.578,.518,.304,.625,34.4,62.2,50.6,64.0,3.9,4.0,16.2,100.0,110.5,80.3,
