,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Sugar Rodgers,35,.624,.556,.500,.333,10.4,22.0,15.5,33.0,5.8,0.0,0.0,32.9,155,75,
1,Latia Magee,31,.591,.611,.111,.667,7.8,9.9,8.7,0.0,0.0,0.0,14.7,24.6,112,94,
2,Rubylee Wright,31,.649,.625,.500,.125,0.0,5.0,2.2,7.2,0.0,0.0,19.2,18.8,114,96,
3,Monica McNutt,31,.300,.300,.800,.000,0.0,14.9,6.6,5.9,2.2,0.0,0.0,9.0,88,87,
4,Adria Crawford,17,.566,.571,.000,.286,14.3,18.1,16.0,17.3,4.0,0.0,0.0,25.9,137,81,
6,Alexa Roche,21,.200,.200,.400,.000,11.5,7.3,9.7,18.1,0.0,15.2,16.7,16.0,73,90,
7,Sydney Wilson,14,.000,.000,.000,.000,17.3,22.0,19.4,0.0,0.0,11.4,40.0,20.0,23,84,
8,Morgan Williams,9,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0,99,
9,Andrea White,8,,,,,15.2,19.2,16.9,0.0,0.0,20.0,100.0,7.0,41,82,
10,Vanessa Moore,2,.000,.000,.000,.000,0.0,76.9,33.9,0.0,0.0,80.0,0.0,27.9,0,34,
11,Samisha Powell,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,99,
12,School Totals,200,.507,.474,.368,.263,36.4,69.2,50.8,39.1,8.5,20.0,11.1,100.0,110.2,83.1,
