,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,North Carolina ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Deja Kelly,38,8,15,.533,4,8,.500,4,7,.571,8,8,1.000,1,4,5,4,0,0,4,1,28
1,Carlie Littlefield,38,4,7,.571,2,3,.667,2,4,.500,3,4,.750,0,9,9,4,1,1,2,0,13
2,Alyssa Ustby,37,5,11,.455,5,9,.556,0,2,.000,3,3,1.000,2,6,8,0,1,0,5,5,13
3,Kennedy Todd-Williams,29,6,12,.500,5,8,.625,1,4,.250,2,4,.500,2,3,5,2,2,2,1,4,15
4,Anya Poole,10,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,3,0
6,Eva Hodgson,29,3,10,.300,1,4,.250,2,6,.333,2,2,1.000,2,1,3,4,1,0,3,3,10
7,Alexandra Zelaya,18,0,1,.000,0,1,.000,0,0,,0,2,.000,2,0,2,1,0,0,0,0,0
8,Destiny Adams,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
9,School Totals,200,26,56,.464,17,33,.515,9,23,.391,18,23,.783,9,25,34,16,5,3,15,16,79
