,Tennessee ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jordan Walker,3,8,3,6,0,2,0,2,2,5,8,1,1,1,1,6,0.0,8.0
1,Rae Burrell,2,12,1,6,1,6,0,0,2,3,4,1,0,1,4,5,0.0,4.0
2,Alexus Dye,10,18,10,18,0,0,0,0,6,5,2,0,0,4,1,20,0.0,0.5
3,Tamari Key,6,12,6,12,0,0,6,8,1,3,0,0,3,1,3,18,0.5,0.0
4,Tess Darby,1,3,0,0,1,3,0,0,1,2,2,0,0,0,0,3,0.0,0.0
9,School Totals,29,66,26,53,3,13,9,14,14,27,19,3,4,9,14,70,0.13636363636363635,2.111111111111111
