,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brittany Hrynko,38,.542,.545,.273,.545,0.0,18.0,9.4,17.8,4.5,0.0,37.0,29.8,73,77,
1,Katherine Harry,38,.432,.417,.000,.333,6.6,21.1,14.1,11.9,1.5,0.0,12.7,21.7,88,82,
2,Deanna Ortiz,37,.214,.214,.857,.000,0.0,12.4,6.5,0.0,6.1,6.2,0.0,9.9,46,75,
3,Anna Martin,35,.656,.667,.083,.167,7.1,13.1,10.2,8.2,3.2,0.0,13.4,22.2,118,83,
4,Jasmine Penny,35,.485,.400,.000,.500,3.6,0.0,1.7,6.2,6.4,3.3,14.1,21.2,93,83,
6,Megan Rogowski,9,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0,100,
7,Kelsey Reynolds,8,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,13.1,0,100,
8,School Totals,200,.475,.454,.204,.315,15.6,60.0,38.8,30.4,19.7,8.6,19.5,100.0,83.1,77.5,
