,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Iowa State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Bridget Carleton,28,6,9,.667,3,5,.600,3,4,.750,8,8,1.000,0,7,7,3,1,2,3,1,23
1,Ashley Joens,28,5,11,.455,3,7,.429,2,4,.500,2,3,.667,1,7,8,1,0,0,0,2,14
2,Madison Wise,28,4,7,.571,3,4,.750,1,3,.333,0,0,,3,0,3,2,0,1,0,1,9
3,Alexa Middleton,24,5,11,.455,4,9,.444,1,2,.500,4,4,1.000,1,4,5,9,1,0,3,0,15
4,Kristin Scott,16,5,9,.556,5,7,.714,0,2,.000,2,2,1.000,2,6,8,0,0,1,1,1,12
6,Ines Nezerwa,19,3,7,.429,3,7,.429,0,0,,0,0,,2,12,14,2,2,2,2,3,6
7,Adriana Camber,13,2,5,.400,0,1,.000,2,4,.500,0,0,,1,2,3,0,0,0,0,1,6
8,Meredith Burkhall,13,2,3,.667,2,3,.667,0,0,,1,2,.500,2,1,3,1,0,0,2,3,5
9,Jade Thurmon,10,0,4,.000,0,2,.000,0,2,.000,2,2,1.000,1,1,2,1,0,0,0,1,2
10,Nia Washington,10,0,2,.000,0,0,,0,2,.000,1,2,.500,0,3,3,1,1,0,1,2,1
11,Rae Johnson,9,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,2,0,0,0,1,2
12,Lauren Mills,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
13,School Totals,200,34,70,.486,25,47,.532,9,23,.391,20,23,.870,13,44,57,22,5,6,12,16,97
