,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,UCLA ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lindsey Corsaro,37,0,5,.000,0,4,.000,0,1,.000,1,2,.500,0,3,3,0,1,1,1,3,1
1,Natalie Chou,34,1,5,.200,1,2,.500,0,3,.000,0,0,,1,3,4,1,0,1,0,2,2
2,Michaela Onyenwere,33,8,21,.381,8,16,.500,0,5,.000,5,7,.714,3,2,5,0,1,0,3,5,21
3,Charisma Osborne,32,5,17,.294,4,8,.500,1,9,.111,8,8,1.000,1,4,5,2,0,0,5,4,19
4,Lauryn Miller,27,1,4,.250,1,4,.250,0,0,,4,4,1.000,3,4,7,0,0,0,1,0,6
6,Emily Bessoir,25,5,9,.556,5,8,.625,0,1,.000,1,2,.500,6,2,8,1,3,2,1,4,11
7,Dominique Onu,10,1,2,.500,1,2,.500,0,0,,0,2,.000,3,0,3,0,0,0,0,1,2
8,Chantel Horvat,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
9,School Totals,200,21,63,.333,20,44,.455,1,19,.053,19,25,.760,17,19,36,4,5,4,11,20,62
