,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,North Carolina ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Italee Lucas,38,8,18,.444,6,13,.462,2,5,.400,4,4,1.000,0,5,5,4,0,0,4,1,22
1,Chay Shegog,31,4,10,.400,4,10,.400,0,0,,5,6,.833,2,4,6,0,1,1,2,2,13
2,Jessica Breland,25,1,13,.077,1,13,.077,0,0,,0,2,.000,3,4,7,1,1,4,1,1,2
3,Cetera DeGraffenreid,24,2,5,.400,0,2,.000,2,3,.667,0,0,,0,1,1,0,0,0,2,2,6
4,Krista Gross,19,0,4,.000,0,2,.000,0,2,.000,0,0,,1,3,4,1,0,0,0,2,0
6,Tierra Ruffin-Pratt,21,7,14,.500,7,13,.538,0,1,.000,0,0,,5,3,8,0,1,0,2,5,14
7,She'la White,18,2,3,.667,0,1,.000,2,2,1.000,0,0,,0,3,3,2,0,0,0,0,6
8,Laura Broomfield,15,0,1,.000,0,1,.000,0,0,,0,0,,0,5,5,0,1,0,1,1,0
9,Waltiea Rolle,9,0,3,.000,0,3,.000,0,0,,2,2,1.000,2,0,2,0,0,1,1,0,2
10,School Totals,200,24,71,.338,18,58,.310,6,13,.462,11,14,.786,13,28,41,8,4,6,13,14,65
