,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Mississippi State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,AD Durr,45,.488,.441,.529,.176,0.0,5.7,2.7,0.0,1.4,0.0,5.2,23.0,108,110,
1,Jazmine Jones,40,.754,.778,.000,.222,14.1,12.9,13.5,5.9,1.5,0.0,23.3,17.2,124,105,
2,Arica Carter,38,.300,.300,.500,.000,5.9,16.9,11.1,15.2,1.6,0.0,9.1,15.5,81,102,
3,Sam Fuehring,35,.167,.167,.333,.000,12.9,3.7,8.6,5.0,0.0,0.0,25.0,12.2,54,113,
4,Myisha Hines-Allen,30,.306,.306,.167,.000,0.0,17.1,8.0,7.7,8.3,0.0,18.2,39.2,59,88,
6,Dana Evans,25,.503,.500,.125,.250,4.5,15.4,9.6,9.1,0.0,0.0,0.0,19.0,120,107,
7,Bionca Dunham,6,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,200,115,
8,Kylee Shook,5,.000,.000,.000,.000,22.5,25.7,24.0,0.0,0.0,0.0,0.0,10.7,48,100,
9,Sydney Zambrotta,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,112,
10,School Totals,225,.430,.414,.286,.100,32.5,57.1,44.0,25.9,9.6,0.0,13.0,100.0,86.3,100.0,
