,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Breanna Stewart,8,14,7,10,1,4,4,4,3,8,0,3,5,2,1,21,0.2857142857142857,0.0
1,Bria Hartley,7,12,3,6,4,6,2,2,1,0,3,0,0,2,0,20,0.16666666666666666,1.5
2,Stefanie Dolson,7,10,7,10,0,0,3,4,2,4,3,1,0,3,2,17,0.3,1.0
3,Kaleena Mosqueda-Lewis,8,14,5,9,3,5,1,1,6,4,10,0,0,0,3,20,0.07142857142857142,0.0
4,Moriah Jefferson,4,5,2,3,2,2,1,1,0,5,2,1,0,1,1,11,0.2,2.0
10,School Totals,35,63,25,43,10,20,11,12,15,28,19,5,6,8,11,91,0.1746031746031746,2.375
