,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Mississippi State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Victoria Vivians,31,6,14,.429,2,8,.250,4,6,.667,4,4,1.000,4,9,13,1,2,0,3,1,20
1,Blair Schaefer,30,5,9,.556,2,2,1.000,3,7,.429,5,5,1.000,0,2,2,1,0,0,0,1,18
2,Teaira McCowan,29,6,8,.750,6,8,.750,0,0,,6,9,.667,3,10,13,1,1,1,4,2,18
3,Roshunda Johnson,21,2,5,.400,1,2,.500,1,3,.333,1,2,.500,0,1,1,3,1,0,0,1,6
4,Morgan William,15,3,4,.750,3,4,.750,0,0,,3,4,.750,0,0,0,2,0,2,1,2,9
6,Jazzmun Holmes,24,1,3,.333,1,3,.333,0,0,,3,4,.750,1,4,5,5,0,1,3,0,5
7,Jordan Danberry,12,2,4,.500,2,4,.500,0,0,,2,2,1.000,2,2,4,3,1,0,2,2,6
8,Zion Campbell,11,2,2,1.000,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,0,1,4
9,Nyah Tate,10,2,5,.400,1,4,.250,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,5
10,Jonika Garvin,7,1,4,.250,1,3,.333,0,1,.000,0,0,,2,1,3,1,0,0,1,0,2
11,Chloe Bibby,6,1,3,.333,1,2,.500,0,1,.000,0,0,,0,4,4,0,0,0,2,1,2
12,Bre Scott,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0
13,School Totals,200,31,62,.500,22,43,.512,9,19,.474,24,30,.800,13,35,48,18,5,4,16,12,95
