,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Miami ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Karla Erjavec,33,5,10,.500,3,6,.500,2,4,.500,2,2,1.000,0,5,5,3,0,0,1,1,14
1,Kelsey Marshall,31,4,10,.400,1,2,.500,3,8,.375,1,1,1.000,0,2,2,1,0,0,2,2,12
2,Ja'Leah Williams,30,4,7,.571,4,6,.667,0,1,.000,2,3,.667,0,1,1,3,2,0,1,1,10
3,Lola Pendande,24,4,8,.500,4,8,.500,0,0,,3,3,1.000,0,5,5,0,0,0,3,1,11
4,Destiny Harden,13,1,4,.250,1,2,.500,0,2,.000,0,0,,1,2,3,1,2,0,1,2,2
6,Naomi Mbandu,20,1,2,.500,1,1,1.000,0,1,.000,2,2,1.000,0,4,4,2,1,0,1,0,4
7,Maeva Djaldi-Tabdi,16,4,6,.667,2,2,1.000,2,4,.500,0,0,,1,1,2,0,0,2,0,0,10
8,Lashae Dwyer,14,4,5,.800,4,4,1.000,0,1,.000,0,0,,1,1,2,0,2,1,1,3,8
9,Moulayna Johnson Sidi Baba,9,1,2,.500,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,0,1,2
10,Mykea Gray,8,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,1,0,5
11,Jasmyne Roberts,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
12,Paula Fraile Ruiz,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
13,School Totals,200,30,56,.536,22,34,.647,8,22,.364,10,11,.909,4,22,26,11,7,3,12,11,78
