,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kiana Williams,7,12,1,1,6,11,0,0,0,0,3,0,0,0,0,20,0.0,0.0
1,Lexie Hull,3,7,3,5,0,2,1,2,0,3,1,2,1,1,1,7,0.14285714285714285,1.0
2,Anna Wilson,2,2,0,0,2,2,0,0,0,3,3,0,0,0,2,6,0.0,0.0
3,Cameron Brink,4,8,3,5,1,3,1,1,3,2,1,2,1,0,3,10,0.125,0.0
4,Haley Jones,2,3,2,3,0,0,2,2,0,3,7,0,0,2,2,6,0.6666666666666666,3.5
12,School Totals,33,59,18,26,15,33,6,9,8,29,24,8,8,8,18,87,0.1016949152542373,3.0
