,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Florida Gulf Coast ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tishara Morehouse,37,6,10,.600,6,9,.667,0,1,.000,1,1,1.000,0,2,2,9,3,0,1,1,13
1,Kendall Spray,34,2,4,.500,1,1,1.000,1,3,.333,4,4,1.000,0,3,3,2,0,0,0,3,9
2,Kierstan Bell,32,8,18,.444,6,10,.600,2,8,.250,4,6,.667,1,7,8,2,3,1,0,4,22
3,Kerstie Phills,26,4,6,.667,1,1,1.000,3,5,.600,0,0,,0,5,5,0,0,0,0,5,11
4,Emma List,21,3,9,.333,0,0,,3,9,.333,0,0,,0,2,2,2,0,0,0,3,9
6,Andrea Cecil,21,3,4,.750,1,2,.500,2,2,1.000,0,0,,0,5,5,1,0,0,0,1,8
7,Karli Seay,17,4,9,.444,0,2,.000,4,7,.571,0,0,,1,1,2,0,1,0,1,1,12
8,Seneca Hackley,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Tyra Cox,4,0,3,.000,0,0,,0,3,.000,0,0,,0,0,0,1,0,0,1,0,0
10,Kaela Webb,3,0,0,,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0
11,Kierra Adams,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,199,30,64,.469,15,26,.577,15,38,.395,9,11,.818,2,25,27,19,7,1,3,18,84
