,Tennessee ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Rennia Davis,9,14,8,10,1,4,5,5,4,10,2,0,0,1,0,24,0.35714285714285715,2.0
1,Rae Burrell,8,13,8,11,0,2,6,8,1,6,1,2,2,5,3,22,0.46153846153846156,0.2
2,Jordan Walker,4,9,4,7,0,2,1,2,7,7,5,1,0,3,2,9,0.1111111111111111,1.6666666666666667
3,Kasiyahna Kushkituah,5,9,5,9,0,0,0,1,5,3,1,0,0,2,2,10,0.0,0.5
4,Tamari Key,4,9,4,9,0,0,5,6,1,1,0,0,3,1,2,13,0.5555555555555556,0.0
10,School Totals,33,63,31,51,2,12,19,24,20,35,15,7,7,20,14,87,0.30158730158730157,0.75
