,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Oregon State,63.2,0.418,17.5,37.5,0.164,87.3
1,Middle Tennessee,63.2,0.246,14.1,30.4,0.098,57.1
