,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,West Virginia ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Christal Caldwell,34,10,16,.625,7,10,.700,3,6,.500,3,5,.600,1,4,5,1,3,0,2,2,26
1,Bria Holmes,34,6,19,.316,5,7,.714,1,12,.083,7,8,.875,1,0,1,2,1,0,1,3,20
2,Averee Fields,28,3,6,.500,3,6,.500,0,0,,4,5,.800,1,6,7,3,2,0,2,4,10
3,Asya Bussie,28,1,5,.200,1,5,.200,0,0,,1,2,.500,6,6,12,1,0,3,1,4,3
4,Linda Stepney,25,1,1,1.000,0,0,,1,1,1.000,4,4,1.000,1,2,3,2,1,0,2,1,7
6,Jessica Harlee,13,1,2,.500,1,2,.500,0,0,,3,4,.750,0,3,3,0,0,0,0,2,5
7,Brooke Hampton,11,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,1,0,1,0,0
8,Lanay Montgomery,10,1,1,1.000,1,1,1.000,0,0,,0,0,,2,2,4,0,0,1,3,3,2
9,Taylor Palmer,8,0,3,.000,0,1,.000,0,2,.000,3,4,.750,0,1,1,0,1,0,2,3,3
10,Crystal Leary,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0
11,Darius Faulk,4,0,0,,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,1,0
12,Lubirdia Gordon,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,School Totals,200,23,54,.426,18,32,.563,5,22,.227,25,34,.735,12,26,38,9,9,4,14,25,76
