,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Georgia ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Que Morrison,40,2,10,.200,2,6,.333,0,4,.000,4,4,1.000,0,4,4,2,1,0,3,4,8
1,Maya Caldwell,40,3,12,.250,3,9,.333,0,3,.000,0,0,,4,2,6,3,4,0,1,0,6
2,Jenna Staiti,36,8,16,.500,8,14,.571,0,2,.000,2,4,.500,3,6,9,1,0,1,3,0,18
3,Mikayla Coombs,32,4,10,.400,4,10,.400,0,0,,0,0,,1,0,1,4,2,0,3,3,8
4,Jordan Isaacs,14,2,3,.667,2,3,.667,0,0,,0,0,,0,4,4,2,2,1,0,4,4
6,Gabby Connally,11,1,4,.250,0,0,,1,4,.250,0,0,,0,0,0,0,0,0,2,0,3
7,Javyn Nicholson,11,0,2,.000,0,2,.000,0,0,,1,2,.500,3,2,5,1,0,1,0,0,1
8,Malury Bates,7,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,1,0,3,0
9,Maori Davenport,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2
10,Caitlin Hose,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0
11,School Totals,200,21,60,.350,20,47,.426,1,13,.077,7,10,.700,12,19,31,13,9,4,14,14,50
