,West Virginia ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Liz Repella,6,15,3,8,3,7,11,12,2,5,1,2,0,4,2,26,0.7333333333333333,0.25
1,Madina Ali,6,13,6,12,0,1,1,3,8,7,0,2,1,3,4,13,0.07692307692307693,0.0
2,Asya Bussie,4,7,4,7,0,0,5,9,2,3,1,2,1,1,4,13,0.7142857142857143,1.0
3,Korinne Campbell,2,9,1,6,1,3,2,2,7,1,0,0,0,0,0,7,0.2222222222222222,0.0
4,Sarah Miles,2,9,2,9,0,0,0,0,1,2,3,0,0,1,4,4,0.0,3.0
11,School Totals,26,69,21,55,5,14,22,32,25,24,11,9,3,16,19,78,0.3188405797101449,0.6875
