,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Baylor ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Nina Davis,23,7,13,.538,7,13,.538,0,0,,3,4,.750,2,2,4,1,1,1,0,0,17
1,Niya Johnson,22,2,3,.667,2,3,.667,0,0,,1,2,.500,1,5,6,8,0,0,0,1,5
2,Alexis Prince,21,6,10,.600,4,6,.667,2,4,.500,0,0,,3,5,8,2,0,0,0,0,14
3,Imani Wright,18,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,1,1,2,2,0,0,0,0,2
4,Sune Agbuke,12,1,2,.500,1,2,.500,0,0,,0,0,,1,4,5,3,0,1,0,1,2
6,Kristy Wallace,27,2,6,.333,2,4,.500,0,2,.000,0,0,,1,10,11,6,3,1,2,1,4
7,Ieshia Small,18,2,3,.667,2,3,.667,0,0,,3,4,.750,0,0,0,1,1,0,0,0,7
8,Khadijiah Cave,17,5,9,.556,5,9,.556,0,0,,2,2,1.000,0,3,3,0,0,1,1,0,12
9,Dekeiya Cohen,17,3,6,.500,3,6,.500,0,0,,0,2,.000,3,2,5,0,0,2,1,1,6
10,Kristina Higgins,14,2,4,.500,2,4,.500,0,0,,2,2,1.000,1,1,2,0,0,2,1,0,6
11,Chardonae Fuqua',11,0,3,.000,0,3,.000,0,0,,2,2,1.000,1,3,4,0,0,0,0,1,2
12,School Totals,200,30,61,.492,28,54,.519,2,7,.286,15,20,.750,14,36,50,23,5,8,5,5,77
