,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Pittsburgh ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brianna Kiesel,36,5,9,.556,5,8,.625,0,1,.000,3,4,.750,0,3,3,4,1,0,3,2,13
1,Aysia Bugg,36,3,7,.429,3,6,.500,0,1,.000,2,2,1.000,0,0,0,2,1,0,2,1,8
2,Stasha Carey,35,5,12,.417,5,10,.500,0,2,.000,6,7,.857,3,10,13,3,1,3,2,2,16
3,Monica Wignot,35,2,4,.500,1,2,.500,1,2,.500,0,0,,1,6,7,0,1,3,2,1,5
4,Yacine Diop,28,2,5,.400,2,5,.400,0,0,,0,0,,0,7,7,1,0,0,3,3,4
6,Frederique Potvin,18,0,3,.000,0,0,,0,3,.000,0,0,,0,3,3,2,1,0,1,1,0
7,Cora McManus,10,2,3,.667,2,3,.667,0,0,,1,2,.500,0,0,0,0,0,0,1,1,5
8,Jordan Serio,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
9,School Totals,200,19,43,.442,18,34,.529,1,9,.111,12,15,.800,4,30,34,12,5,6,14,11,51
