,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Princeton ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lauren Edwards,33,3,14,.214,3,13,.231,0,1,.000,2,2,1.000,6,7,13,1,1,0,6,0,8
1,Niveen Rasheed,32,5,14,.357,5,14,.357,0,0,,1,2,.500,2,6,8,1,1,1,1,3,11
2,Addie Micir,32,1,10,.100,1,5,.200,0,5,.000,1,1,1.000,2,0,2,2,0,0,2,3,3
3,Devona Allgood,26,3,10,.300,3,10,.300,0,0,,2,4,.500,1,2,3,0,2,1,3,2,8
4,Lauren Polansky,20,1,2,.500,1,2,.500,0,0,,0,0,,2,2,4,4,0,0,1,1,2
6,Cheryl Stevens,12,1,2,.500,1,2,.500,0,0,,2,2,1.000,1,2,3,0,0,1,0,1,4
7,Krystal Hill,12,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,1,1,1,1,0,0,2,2
8,Laura Johnson,11,2,4,.500,1,1,1.000,1,3,.333,0,0,,0,3,3,0,0,0,1,2,5
9,Tani Brown,10,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
10,Kate Miller,8,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,1,1,2
11,Megan Bowen,2,0,0,,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2
12,Beth Binkley,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,School Totals,200,17,60,.283,16,50,.320,1,10,.100,12,15,.800,14,24,38,9,5,3,16,15,47
