,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,St. John's ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Lauren Edwards,33,.268,.214,.071,.143,17.7,23.6,20.5,9.1,1.8,0.0,28.7,30.6,52,94
1,Niveen Rasheed,32,.368,.357,.000,.143,6.1,20.8,13.0,11.6,1.8,2.6,6.3,24.0,83,92
2,Addie Micir,32,.143,.100,.500,.100,6.1,0.0,3.2,15.9,0.0,0.0,16.1,18.8,40,106
3,Devona Allgood,26,.336,.300,.000,.400,3.8,8.5,6.0,0.0,4.5,3.1,20.3,27.5,61,91
4,Lauren Polansky,20,.500,.500,.000,.000,9.8,11.1,10.4,53.3,0.0,0.0,33.3,7.3,102,102
6,Cheryl Stevens,12,.678,.500,.000,1.000,8.1,18.5,13.0,0.0,0.0,6.8,0.0,11.6,161,94
7,Krystal Hill,12,.513,.000,1.000,2.000,0.0,9.3,4.3,19.6,4.9,0.0,0.0,7.6,141,91
8,Laura Johnson,11,.625,.625,.750,.000,0.0,30.3,14.2,0.0,0.0,0.0,20.0,22.0,94,93
9,Tani Brown,10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.8,0,107
10,Kate Miller,8,.333,.333,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.2,53,105
11,Megan Bowen,2,1.053,,,,0.0,55.6,26.0,0.0,0.0,0.0,0.0,21.3,250,85
12,Beth Binkley,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,107
13,School Totals,200,.350,.292,.167,.250,34.1,66.7,49.4,52.9,7.4,6.1,19.2,100.0,69.1,95.6
