,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Joy McCorvey,34,.168,.200,.000,.400,3.3,5.7,4.6,9.1,3.4,2.4,14.5,10.3,53,75
1,Nadirah McKenith,32,.528,.556,.000,.111,6.9,0.0,3.2,24.1,3.7,0.0,24.1,19.7,98,80
2,Shenneika Smith,29,.686,.667,.111,.111,3.8,37.0,21.5,7.4,6.1,0.0,29.8,23.5,100,48
3,Da'Shena Stevens,24,.659,.692,.000,.231,9.3,16.3,13.0,0.0,0.0,0.0,17.3,36.6,112,75
4,Sky Lindsay,23,.447,.375,.125,.250,0.0,4.2,2.3,0.0,7.6,0.0,10.1,21.8,93,68
6,Kelly McManmon,22,.214,.214,1.000,.000,0.0,8.9,4.7,0.0,2.7,0.0,0.0,16.1,56,75
7,Centhya Hart,21,.604,.500,.000,2.250,26.5,27.9,27.2,0.0,0.0,0.0,0.0,19.2,150,67
8,Eugeneia McPherson,13,.000,.000,.000,.000,8.5,7.5,8.0,0.0,0.0,0.0,0.0,7.8,32,82
9,Amanda Burakoski,1,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,88
10,Jennifer Blanding,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,88
11,School Totals,200,.481,.466,.169,.305,33.3,65.9,50.6,25.9,16.2,2.0,15.1,100.0,95.6,69.1
