,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Notre Dame ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Madison Cable,38,5,10,.500,3,5,.600,2,5,.400,4,4,1.000,1,4,5,0,1,0,3,0,16
1,Lindsay Allen,33,10,13,.769,10,13,.769,0,0,,2,2,1.000,0,2,2,7,5,1,2,3,22
2,Brianna Turner,33,8,17,.471,8,17,.471,0,0,,2,3,.667,3,7,10,3,0,3,1,3,18
3,Kathryn Westbeld,19,1,2,.500,1,2,.500,0,0,,0,0,,1,3,4,2,1,1,0,1,2
4,Michaela Mabrey,13,1,4,.250,0,2,.000,1,2,.500,0,0,,0,0,0,0,1,0,1,1,3
6,Marina Mabrey,23,5,8,.625,4,6,.667,1,2,.500,4,4,1.000,0,0,0,3,0,0,2,3,15
7,Hannah Huffman,19,1,2,.500,1,2,.500,0,0,,1,2,.500,4,2,6,2,1,0,1,0,3
8,Arike Ogunbowale,11,3,4,.750,3,4,.750,0,0,,1,1,1.000,0,0,0,0,1,0,1,1,7
9,Mychal Johnson,10,0,2,.000,0,1,.000,0,1,.000,1,2,.500,0,0,0,1,0,0,1,2,1
10,Diamond Thompson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,34,62,.548,30,52,.577,4,10,.400,15,18,.833,9,18,27,18,10,5,12,14,87
