,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Madison Cable,38,.672,.600,.500,.400,3.9,15.6,9.7,0.0,1.5,0.0,20.3,19.0,114,105,
1,Lindsay Allen,33,.789,.769,.000,.154,0.0,9.0,4.5,38.8,8.4,3.0,12.6,23.5,150,89,
2,Brianna Turner,33,.488,.471,.000,.176,13.5,31.4,22.4,15.0,0.0,8.9,5.2,28.6,116,98,
3,Kathryn Westbeld,19,.500,.500,.000,.000,7.8,23.4,15.6,13.2,2.9,5.1,0.0,5.1,149,96,
4,Michaela Mabrey,13,.375,.375,.500,.000,0.0,0.0,0.0,0.0,4.3,0.0,20.0,18.8,66,103,
6,Marina Mabrey,23,.758,.688,.250,.500,0.0,0.0,0.0,20.6,0.0,0.0,17.0,25.0,137,113,
7,Hannah Huffman,19,.508,.500,.000,1.000,31.2,15.6,23.4,13.2,2.9,0.0,25.8,10.0,129,101,
8,Arike Ogunbowale,11,.782,.750,.000,.250,0.0,0.0,0.0,0.0,5.0,0.0,18.4,24.1,123,101,
9,Mychal Johnson,10,.169,.000,.500,1.000,0.0,0.0,0.0,11.8,0.0,0.0,25.8,18.9,46,113,
10,Diamond Thompson,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,113,
11,School Totals,200,.617,.581,.161,.290,33.3,66.7,50.0,52.9,13.9,12.2,14.5,100.0,120.8,97.2,
