,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Olivia Miles,9,19,6,9,3,10,0,0,0,6,6,0,0,4,2,21,0.0,1.5
1,Maddy Westbeld,6,12,5,8,1,4,0,0,0,8,1,3,0,5,2,13,0.0,0.2
2,Sonia Citron,2,6,2,6,0,0,4,5,0,5,0,0,1,2,2,8,0.6666666666666666,0.0
3,Dara Mabrey,4,7,3,4,1,3,0,0,0,1,1,1,0,2,1,9,0.0,0.5
4,Maya Dodson,3,5,3,5,0,0,0,0,2,2,0,1,3,0,4,6,0.0,0.0
8,School Totals,27,53,22,36,5,17,4,5,4,25,9,5,6,15,14,63,0.07547169811320754,0.6
