,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Georgia ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyra Buss,40,.455,.405,.286,.429,0.0,20.0,10.3,38.5,2.8,0.0,13.8,37.4,89,79,
1,Amanda Cahill,39,.707,.750,.375,.500,3.1,14.7,9.0,12.9,0.0,5.1,23.5,16.9,110,85,
2,Alexis Gassion,38,.168,.100,.200,.400,0.0,15.0,7.7,10.6,0.0,0.0,7.8,17.3,43,88,
3,Karlee McBride,26,.593,.643,.429,.429,0.0,4.4,2.3,10.4,6.4,3.8,19.4,20.5,95,74,
4,Jenn Anderson,24,.505,.500,.000,.500,10.1,4.8,7.4,0.0,0.0,0.0,17.0,12.7,97,92,
6,Kym Royster,16,.678,.500,.000,1.000,15.2,28.6,22.1,0.0,0.0,0.0,25.8,12.5,119,80,
7,Jess Walter,15,.513,.000,.000,2.000,8.1,0.0,3.9,0.0,3.7,0.0,34.7,9.9,87,86,
8,Lyndsay Leikem,1,,,,,0.0,100.0,58.8,0.0,0.0,0.0,,0.0,,45,
9,Tyshee Towner,1,,,,,0.0,100.0,58.8,0.0,0.0,0.0,,0.0,,45,
10,School Totals,200,.474,.434,.264,.491,18.2,71.4,45.6,47.6,8.3,7.5,16.6,100.0,86.1,80.6,
