,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Marjorie Butler,40,.400,.400,.200,.000,2.9,12.1,7.4,30.4,2.8,2.6,37.5,9.7,84,86,
1,Tiaria Griffin,38,.430,.450,.650,.100,6.0,6.4,6.2,17.9,1.5,0.0,8.7,29.3,88,92,
2,Pachis Roberts,33,.214,.214,.714,.000,6.9,3.7,5.3,25.5,0.0,0.0,22.2,13.3,69,96,
3,Haley Clark,28,.750,.750,.000,.000,8.2,21.6,14.7,6.9,0.0,0.0,50.0,13.9,70,91,
4,Merritt Hempe,22,.349,.318,.182,.091,0.0,33.1,16.0,9.3,0.0,0.0,20.8,31.9,61,88,
6,Caliya Robinson,27,.541,.583,.083,.167,8.5,26.9,17.4,30.4,0.0,22.8,13.4,26.8,99,74,
7,Shanea Armbrister,12,.500,.500,.400,.000,9.5,30.3,19.6,0.0,0.0,0.0,0.0,20.3,107,89,
8,School Totals,200,.437,.445,.375,.078,28.6,81.8,54.4,80.0,4.2,17.9,19.4,100.0,80.6,86.1,
