,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Lindsay Allen,3,9,3,9,0,0,4,6,1,9,6,2,0,2,2,10,0.4444444444444444,3.0
1,Marina Mabrey,9,18,7,10,2,8,0,0,0,1,0,3,0,1,2,20,0.0,0.0
2,Arike Ogunbowale,9,16,8,13,1,3,6,6,2,3,0,0,0,0,3,25,0.375,0.0
3,Kathryn Westbeld,3,6,3,5,0,1,1,2,4,2,3,0,0,0,1,7,0.16666666666666666,0.0
4,Erin Boley,3,8,0,1,3,7,0,0,0,1,0,0,0,1,1,9,0.0,0.0
7,School Totals,29,65,23,44,6,21,11,15,7,22,11,7,1,4,12,75,0.16923076923076924,2.75
