,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kiana Williams,40,.350,.350,.250,.000,2.6,7.9,5.2,20.7,6.0,0.0,9.1,26.2,91,93,
1,Lexie Hull,38,.575,.464,.214,.643,10.7,13.8,12.2,0.0,4.7,0.0,5.3,23.8,135,94,
2,Haley Jones,37,.500,.500,.100,.000,5.5,22.6,14.0,8.7,0.0,2.4,16.7,15.5,102,100,
3,Anna Wilson,30,.375,.375,.500,.000,0.0,14.0,6.9,18.5,2.0,0.0,0.0,6.4,131,99,
4,Cameron Brink,20,.396,.444,.333,.556,10.2,15.7,12.9,0.0,0.0,17.7,0.0,26.7,97,92,
6,Ashten Prechtel,16,1.151,1.250,.500,.333,6.4,13.1,9.7,66.0,0.0,11.1,12.7,23.5,194,99,
7,Francesca Belibi,12,.559,.500,.000,.250,42.5,17.5,30.2,0.0,0.0,0.0,18.4,21.6,124,104,
8,Lacie Hull,3,.000,.000,.000,.000,34.0,0.0,17.2,0.0,0.0,0.0,0.0,15.9,63,113,
9,Hannah Jump,3,,,,,0.0,0.0,0.0,44.2,0.0,0.0,100.0,15.9,40,113,
10,School Totals,199,.513,.493,.250,.250,41.0,71.1,55.8,53.3,12.1,15.6,9.5,100.0,118.2,95.5,
