,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Kentucky ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Brittney Thomas,34,.417,.417,.500,.000,0.0,0.0,0.0,7.1,3.2,0.0,40.0,14.8,51,102
1,Jasmine Thomas,26,.402,.333,.000,.222,4.2,16.6,10.4,10.7,0.0,3.3,28.8,26.8,63,101
2,Lykendra Johnson,22,.808,.750,.000,.500,19.7,24.6,22.1,0.0,2.5,11.9,17.0,13.4,144,87
3,Aisha Jefferson,20,.446,.200,.400,1.200,5.4,10.8,8.1,11.8,5.5,0.0,28.2,26.7,76,94
4,Allyssa DeHaan,19,.288,.167,.000,.333,5.7,0.0,2.8,0.0,0.0,0.0,0.0,18.2,72,109
6,Kalisha Keane,25,.401,.375,.417,.083,0.0,21.6,10.8,50.8,0.0,0.0,7.4,27.0,88,102
7,Cetera Washington,21,.000,.000,.000,.000,5.1,30.9,18.0,10.0,5.2,4.1,20.0,12.0,18,85
8,Lauren Aitch,17,.672,.800,.000,.400,0.0,31.8,15.9,24.5,0.0,0.0,33.8,26.2,79,97
9,Porsche Poole,15,.250,.250,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.8,42,110
10,Mandy Piechowski,1,,,,,0.0,0.0,0.0,0.0,55.0,0.0,,0.0,,-4
11,School Totals,200,.419,.364,.218,.273,21.6,73.0,47.3,47.4,11.0,10.9,22.5,100.0,71.2,95.9
