,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Breanna Stewart,10,15,10,13,0,2,1,3,5,4,4,0,2,2,1,21,0.06666666666666667,2.0
1,Kaleena Mosqueda-Lewis,8,19,6,12,2,7,0,0,4,3,2,2,0,4,3,18,0.0,0.5
2,Stefanie Dolson,8,13,8,13,0,0,1,1,4,12,7,0,3,2,3,17,0.07692307692307693,3.5
3,Moriah Jefferson,2,8,2,7,0,1,0,0,1,4,7,2,0,1,2,4,0.0,7.0
4,Bria Hartley,4,15,2,6,2,9,3,5,1,1,3,0,1,3,3,13,0.2,1.0
10,School Totals,34,73,30,54,4,19,7,15,20,28,25,5,6,14,12,79,0.0958904109589041,1.7857142857142858
