,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Elisha Davis,37,.822,.850,.500,.200,0.0,13.0,5.6,42.0,4.8,2.1,35.5,23.6,106,109,
1,Katie Hempen,30,.188,.188,.500,.000,4.0,0.0,2.3,24.6,0.0,0.0,20.0,17.3,59,125,
2,Sophie Brunner,29,.504,.400,.100,.400,4.2,33.1,16.6,0.0,0.0,0.0,0.0,21.0,115,115,
3,Arnecia Hawkins,27,.435,.393,.429,.143,0.0,5.9,2.6,26.0,2.2,0.0,6.3,30.4,97,118,
4,Kelsey Moos,23,.000,.000,.000,.000,10.5,7.0,9.0,0.0,0.0,0.0,33.3,6.8,35,123,
6,Quinn Dornstauder,26,.630,.600,.000,.400,18.6,18.5,18.6,0.0,4.6,0.0,14.5,27.4,116,109,
7,Peace Amukamara,15,.500,.500,1.000,.000,8.1,0.0,4.6,13.1,0.0,0.0,0.0,10.4,127,125,
8,Sabrina Haines,9,.000,.000,.500,.000,0.0,17.8,7.7,19.3,0.0,0.0,33.3,17.3,20,120,
9,Kianna Ibis,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,125,
10,Eliza Normen,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,125,
11,School Totals,200,.495,.458,.339,.203,27.3,60.0,41.4,65.2,9.0,1.9,16.7,100.0,95.5,111.9,
