,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Jewell Loyd,12,27,10,21,2,6,4,5,4,1,2,2,1,3,2,30,0.14814814814814814,0.6666666666666666
1,Lindsay Allen,1,5,1,3,0,2,6,6,1,2,3,1,0,1,2,8,1.2,3.0
2,Ariel Braker,4,4,4,4,0,0,2,2,1,5,2,4,1,0,3,10,0.5,0.0
3,Natalie Achonwa,6,9,6,9,0,0,7,8,2,13,1,0,1,1,3,19,0.7777777777777778,1.0
4,Kayla McBride,2,9,2,8,0,1,7,8,1,1,5,1,0,4,3,11,0.7777777777777778,1.25
12,School Totals,28,66,26,55,2,11,30,33,14,28,13,8,4,11,19,88,0.45454545454545453,1.1818181818181819
