,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,UNC Asheville ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Chatori Major,36,4,19,.211,2,11,.182,2,8,.250,0,0,,0,1,1,0,0,0,3,5,10
1,Zip Scott,34,1,6,.167,0,2,.000,1,4,.250,0,0,,2,5,7,1,1,0,1,1,3
2,Khaila Webb,31,4,10,.400,2,8,.250,2,2,1.000,2,4,.500,0,2,2,4,0,1,4,2,12
3,Bronaza Fitzgerald,28,4,9,.444,4,9,.444,0,0,,1,2,.500,4,1,5,0,0,0,0,3,9
4,KJ Weaver,25,1,6,.167,1,6,.167,0,0,,2,2,1.000,5,2,7,0,0,0,1,1,4
6,Sonora Dengokl,27,1,8,.125,1,7,.143,0,1,.000,0,0,,0,0,0,1,1,0,4,0,2
7,Ali Trani,16,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0
8,Alexis Toney,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0
9,School Totals,200,15,58,.259,10,43,.233,5,15,.333,5,8,.625,11,12,23,6,2,1,14,14,40
