,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Syracuse ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Cornelia Fondren,40,8,14,.571,8,14,.571,0,0,,2,6,.333,6,3,9,3,2,1,2,0,18
1,Alexis Peterson,39,8,26,.308,5,19,.263,3,7,.429,5,7,.714,1,5,6,5,2,0,1,1,24
2,Brianna Butler,31,8,17,.471,7,8,.875,1,9,.111,0,0,,3,1,4,2,2,0,1,3,17
3,Briana Day,27,1,5,.200,1,5,.200,0,0,,3,8,.375,4,5,9,1,1,1,1,3,5
4,Isabella Slim,24,1,3,.333,0,1,.000,1,2,.500,0,0,,0,5,5,0,0,2,0,5,3
6,Taylor Ford,21,1,3,.333,0,0,,1,3,.333,0,0,,1,4,5,1,0,0,1,4,3
7,Bria Day,8,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,1,0,0,1,2
8,Amber Witherspoon,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0
9,Maggie Morrison,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,2,0,1,0,0
10,School Totals,200,28,69,.406,22,48,.458,6,21,.286,10,21,.476,15,23,38,14,10,4,8,18,72
