,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Alexis Jones,7,17,6,14,1,3,4,8,1,3,6,3,0,2,4,19,0.23529411764705882,3.0
1,Nina Davis,5,11,5,11,0,0,1,1,1,1,0,1,1,0,2,11,0.09090909090909091,0.0
2,Niya Johnson,3,10,3,9,0,1,0,0,2,5,1,0,1,1,2,6,0.0,1.0
3,Alexis Prince,0,2,0,1,0,1,1,2,0,1,1,1,0,0,0,1,0.5,0.0
4,Beatrice Mompremier,1,3,1,3,0,0,0,0,0,1,0,0,2,1,0,2,0.0,0.0
8,School Totals,25,65,24,60,1,5,6,14,15,14,10,11,5,8,16,57,0.09230769230769231,1.25
