,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kayla Pedersen,5,13,3,7,2,6,3,5,2,7,5,1,3,0,0,15,0.23076923076923078,0.0
1,Jeanette Pohlen,1,9,1,2,0,7,4,5,2,2,3,1,1,4,0,6,0.4444444444444444,0.75
2,Nnemkadi Ogwumike,7,18,7,18,0,0,5,5,2,1,1,0,0,0,3,19,0.2777777777777778,0.0
3,Chiney Ogwumike,8,14,8,14,0,0,0,1,5,6,0,1,0,1,4,16,0.0,0.0
4,Lindy La Rocque,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0.0,0.0
9,School Totals,27,75,23,54,4,21,14,18,14,21,12,4,5,7,13,72,0.18666666666666668,1.7142857142857142
