,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Marquette ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Amani Wilborn,38,3,13,.231,2,9,.222,1,4,.250,1,2,.500,2,2,4,4,1,0,2,2,8
1,Danielle King,35,5,8,.625,5,7,.714,0,1,.000,1,1,1.000,3,0,3,4,3,0,2,1,11
2,Natisha Hiedeman,34,10,18,.556,2,6,.333,8,12,.667,4,5,.800,0,4,4,5,5,1,2,4,32
3,Erika Davenport,31,7,11,.636,7,11,.636,0,0,,2,4,.500,5,8,13,0,1,1,3,3,16
4,Allazia Blockton,29,4,13,.308,1,8,.125,3,5,.600,4,4,1.000,2,2,4,2,0,0,1,2,15
6,Selena Lott,10,0,3,.000,0,0,,0,3,.000,0,0,,1,1,2,0,0,0,0,4,0
7,Shantelle Valentine,8,0,0,,0,0,,0,0,,0,2,.000,0,3,3,0,1,0,0,2,0
8,Isabelle Spingola,8,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
9,Altia Anderson,3,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2
10,Lauren Van Kleunen,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
11,Sandra Dahling,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,30,68,.441,18,42,.429,12,26,.462,12,18,.667,14,21,35,15,11,2,10,20,84
